948,4357.16,2020/2/22 16:44:0.0,43.799084,-120.650261,1.22,0.14,0.43,253
Calculated 253
Initialized
1272,4355.11,2020/2/22 16:51:54.0,43.799095,-120.650314,1.00,0.43,0.14,81
1273,4356.55,2020/2/22 16:51:55.0,43.799099,-120.650322,0.78,0.14,-0.14,152
1274,4354.90,2020/2/22 16:51:57.0,43.799099,-120.650322,1.22,0.14,0.71,100
1275,4357.37,2020/2/22 16:51:58.0,43.799107,-120.650322,1.22,-0.14,0.43,140
1276,4356.55,2020/2/22 16:52:0.0,43.799095,-120.650314,1.00,0.14,-0.14,81
1277,4355.73,2020/2/22 16:52:1.0,43.799091,-120.650314,0.78,0.43,0.14,49
1278,4355.52,2020/2/22 16:52:2.0,43.799095,-120.650307,0.33,0.14,0.71,46
1279,4354.90,2020/2/22 16:52:4.0,43.799099,-120.650299,1.22,-0.14,0.43,107
1280,4359.21,2020/2/22 16:52:5.0,43.799095,-120.650299,0.78,0.43,0.14,60
1281,4356.14,2020/2/22 16:52:7.0,43.799088,-120.650299,0.78,-0.14,1.00,103
1282,4357.37,2020/2/22 16:52:8.0,43.799084,-120.650299,1.22,-0.14,0.43,103
1283,4356.96,2020/2/22 16:52:10.0,43.799084,-120.650291,0.11,0.14,0.71,94
1284,4357.37,2020/2/22 16:52:11.0,43.799080,-120.650299,1.00,0.14,0.71,95
1285,4356.75,2020/2/22 16:52:13.0,43.799076,-120.650299,0.33,-0.14,0.43,153
1286,4356.96,2020/2/22 16:52:14.0,43.799076,-120.650299,0.56,0.14,0.43,118
1287,4354.90,2020/2/22 16:52:16.0,43.799076,-120.650299,1.00,-0.14,0.43,148
1288,4355.31,2020/2/22 16:52:17.0,43.799076,-120.650299,1.22,-0.14,0.43,150
1289,4355.52,2020/2/22 16:52:18.0,43.799072,-120.650299,1.00,0.14,0.14,100
1290,4354.49,2020/2/22 16:52:20.0,43.799072,-120.650291,1.22,0.14,0.14,86
1291,4354.90,2020/2/22 16:52:21.0,43.799076,-120.650291,0.33,0.14,0.71,92
1292,4354.49,2020/2/22 16:52:23.0,43.799084,-120.650284,0.56,0.71,0.43,107
1293,4352.65,2020/2/22 16:52:24.0,43.799091,-120.650284,1.00,0.14,0.14,88
1294,4356.14,2020/2/22 16:52:26.0,43.799103,-120.650276,0.78,-0.14,0.43,145
1295,4355.11,2020/2/22 16:52:27.0,43.799103,-120.650276,0.33,0.14,0.71,90
1296,4355.93,2020/2/22 16:52:29.0,43.799099,-120.650276,1.00,0.14,0.14,109
1297,4354.70,2020/2/22 16:52:30.0,43.799095,-120.650276,1.22,0.43,0.14,98
1298,4355.52,2020/2/22 16:52:32.0,43.799095,-120.650276,0.56,0.43,0.71,111
1299,4354.70,2020/2/22 16:52:33.0,43.799091,-120.650276,1.22,-0.14,0.43,144
1300,4352.65,2020/2/22 16:52:34.0,43.799091,-120.650276,1.22,-0.14,0.14,128
1301,4353.26,2020/2/22 16:52:36.0,43.799088,-120.650269,0.11,-0.14,1.00,130
1302,4353.47,2020/2/22 16:52:37.0,43.799088,-120.650269,0.56,0.14,0.71,106
1303,4354.70,2020/2/22 16:52:39.0,43.799084,-120.650269,0.33,0.43,0.43,98
1304,4352.65,2020/2/22 16:52:40.0,43.799088,-120.650269,1.22,-0.14,0.14,137
